Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
12CP073233,P003211120|P003211121,09/24/2012,POLICE,11/01/2012 01:00:00 PM,3600 W LEXINGTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87184925890711,-87.71570982862283,POINT (-87.71570982862283 41.87184925890711)
12CP002085,P003140986|P003140987|P003140988|P003140989|P003140990|P003140991,12/20/2011,POLICE,02/03/2012 09:00:00 AM,539  44TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
15CP119845,P004477169|P004477170|P004477171|P004477172|P004477173|P004477174,08/24/2015,POLICE,10/02/2015 09:00:00 AM,4312 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.81509374784488,-87.69578802326906,POINT (-87.69578802326906 41.81509374784488)
15CP061973,P004719996|P004719997|P004719998|P004719999|P004720000|P004720001,04/15/2015,POLICE,06/05/2015 09:00:00 AM,5623 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7911389195596,-87.69480223889377,POINT (-87.69480223889377 41.7911389195596)
13CP009268,P004016676|P004016677|P004016678|P004016679,01/14/2013,POLICE,03/01/2013 01:00:00 PM,1758 N LE CLAIRE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.913146337855274,-87.75292766731278,POINT (-87.75292766731278 41.913146337855274)
14CP084202,P004513521|P004513522|P004513523|P004513524|P004513525|P004513851,06/23/2014,POLICE,08/01/2014 09:00:00 AM,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78117319861422,-87.6498292763393,POINT (-87.6498292763393 41.78117319861422)
12CP019653,P003231560|P003231561,03/16/2012,POLICE,05/04/2012 09:00:00 AM,4754 S RACINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80707251177595,-87.65534866972487,POINT (-87.65534866972487 41.80707251177595)
15CP118149,P003124674|P003124675|P003124688|P003124689|P003124690|P003124691,08/12/2015,POLICE,10/02/2015 09:00:00 AM,5410 S BIHSOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
16CP001882,P004908738|P004908739|P004908740|P004908741,12/05/2015,POLICE,02/05/2016 11:00:00 AM,8159 S PRINCETEON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.745702076567625,-87.63159795560597,POINT (-87.63159795560597 41.745702076567625)
13CP037982,P004077308|P004077310|P004077312,05/06/2013,POLICE,07/05/2013 09:00:00 AM,5034 S LAFLIN ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK FSB, ",Default - Liable by prove-up,1300.00,0.00,1283.64,377.88,0.00,3001.52,0.00,2971.12,41.80211694713154,-87.66251392798353,POINT (-87.66251392798353 41.80211694713154)
21CP004661,P005987127|P005987128|P005987129|P005987130|P005987131|P005987132,03/30/2021,POLICE,05/07/2021 09:00:00 AM,5549 S SHIELDS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79274407469707,-87.63396944575877,POINT (-87.63396944575877 41.79274407469707)
15CP127564,P004738616|P004738617|P004738618|P004738619,08/20/2015,POLICE,10/02/2015 01:00:00 PM,10816 S WENTWORTH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.697398765612625,-87.62817008094036,POINT (-87.62817008094036 41.697398765612625)
17CP040362,P005215572|P005215573|P005215574|P005215575|P005215576|P005215577,04/21/2017,POLICE,07/07/2017 09:00:00 AM,6325 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77845777496795,-87.68592016974388,POINT (-87.68592016974388 41.77845777496795)
12CP067373,P003361340|P003361341,09/04/2012,POLICE,11/02/2012 09:00:00 AM,5253 S JUSTINE ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79795359495879,-87.66332651141894,POINT (-87.66332651141894 41.79795359495879)
14CP112482,P004565665|P004565666|P004565667|P004565668|P004565669|P004565670,08/10/2014,POLICE,10/03/2014 09:00:00 AM,6353 S WOLCOTT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77781506109197,-87.67131015118035,POINT (-87.67131015118035 41.77781506109197)
14CP008099,P004155772|P004155774|P004456626,01/23/2014,POLICE,03/07/2014 09:00:00 AM,4057 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit,700.00,0.00,0.00,0.00,0.00,740.00,740.00,0.00,41.81952458958029,-87.68586093588037,POINT (-87.68586093588037 41.81952458958029)
16CP026151,P004477626|P004477627|P004477628|P004477629|P004477630|P004561635,03/30/2016,POLICE,06/03/2016 09:00:00 AM,4828 S DAMEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80580452329897,-87.67476649045147,POINT (-87.67476649045147 41.80580452329897)
14CP052555,P004396674|P004396675|P004448301|P004448302|P004448303|P004448304,04/22/2014,POLICE,06/06/2014 11:00:00 AM,13324 S BURLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.65290392807019,-87.54487305513102,POINT (-87.54487305513102 41.65290392807019)
17CP097564,P005380237|P005380238|P005380239|P005380240|P005380241|P005380242,10/08/2017,POLICE,12/01/2017 09:00:00 AM,6629 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77289855361312,-87.68454283337498,POINT (-87.68454283337498 41.77289855361312)
12CP088242,P003830324|P003830325|P003830444|P003830445|P003830455|P003830456|P003830457|P003830458,12/12/2012,POLICE,02/01/2013 09:00:00 AM,2918 W 38 PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.8237434074963,-87.69789136301462,POINT (-87.69789136301462 41.8237434074963)
11CP045505,P003016503,07/26/2011,POLICE,09/02/2011 09:00:00 AM,5220 S WASHTENAW ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79854542308235,-87.69163844170211,POINT (-87.69163844170211 41.79854542308235)
15CP083208,P004765003|P004807258,05/30/2015,POLICE,08/07/2015 11:00:00 AM,17 W 110TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
13CP044083,P004099252|P004099254,05/24/2013,POLICE,07/05/2013 09:00:00 AM,5231 S MARSHFIELD ,13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK NA TRUST, ",Default - Liable by prove-up,800.00,0.00,9.11,236.88,0.00,1085.99,1085.16,0.00,41.79854506938897,-87.66577483827062,POINT (-87.66577483827062 41.79854506938897)
11CP071395,P003060483,10/24/2011,POLICE,12/02/2011 01:00:00 AM,4946 W VAN BUREN ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87503344355192,-87.74904722806097,POINT (-87.74904722806097 41.87503344355192)
11CP009889,P002146448|P002146449,03/01/2011,POLICE,04/01/2011 01:00:00 PM,741 N HARDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89481673482282,-87.72469781859797,POINT (-87.72469781859797 41.89481673482282)
15CP158421,P003378956|P003378957|P003378958|P003378959|P003378960|P003378961,12/08/2015,POLICE,02/05/2016 09:00:00 AM,3142 W 41ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.81911333776311,-87.70361423398711,POINT (-87.70361423398711 41.81911333776311)
11CP020363,P002513257|P002513258,05/03/2011,POLICE,07/01/2011 01:00:00 PM,6741 S RACINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",Default - Liable by prove-up,1300.00,0.00,15.55,377.88,16.09,1749.52,1933.84,-185.01,41.77111555099646,-87.65413159611188,POINT (-87.65413159611188 41.77111555099646)
11CP083079,P002166192|P002166193,12/06/2011,POLICE,01/06/2012 01:00:00 PM,8339 S HAMILTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"AMERICAN HOME MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74173249776156,-87.67643325664102,POINT (-87.67643325664102 41.74173249776156)
11CP020391,P002513273|P002513274,05/04/2011,POLICE,08/05/2011 09:00:00 AM,1275 W 72ND PLACE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762174139382346,-87.65689748195895,POINT (-87.65689748195895 41.762174139382346)
14CP094475,P004545640|P004545641|P004545642|P004545643|P004545644|P004545645,07/09/2014,POLICE,09/05/2014 09:00:00 AM,2119 W 50 ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80291441001629,-87.67766920678459,POINT (-87.67766920678459 41.80291441001629)
12CP004486,P003141193|P003141194|P003141195|P003141196,01/11/2012,POLICE,03/02/2012 09:00:00 AM,2222 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HOME ACQUISTIONS INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80310488564422,-87.68046586871559,POINT (-87.68046586871559 41.80310488564422)
12CP025189,P001978750|P003229151|P003229156|P003229157|P003229162|P003229163,04/10/2012,POLICE,06/01/2012 01:00:00 PM,4506 W 16TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONAL ASSET MANAGEMENT GROUP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.85879901216871,-87.73749466751397,POINT (-87.73749466751397 41.85879901216871)
11CP077918,P003059946|P003059947|P003059948|P003059949,11/16/2011,POLICE,01/06/2012 01:00:00 PM,1048 N LAWNDALE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90053184909069,-87.71906988034947,POINT (-87.71906988034947 41.90053184909069)
12CP063310,P003349778|P003349779|P003349780|P003349781|P003349782|P003349783,08/27/2012,POLICE,10/05/2012 09:00:00 AM,5340 S RICHMOND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK AND TRUST, ",Default - Liable by prove-up,4300.00,0.00,47.28,1223.88,0.00,5611.16,5610.97,-0.02,41.796048518087794,-87.69767369508172,POINT (-87.69767369508172 41.796048518087794)
14CP051678,P004317791|P004317793|P004317795,04/26/2014,POLICE,06/06/2014 09:00:00 AM,6937 S MAPLEWOOD ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",Liable - By plea,700.00,0.00,0.00,0.00,0.00,740.00,740.00,0.00,41.76717172510576,-87.6868342883777,POINT (-87.6868342883777 41.76717172510576)
19CP012934,P005787569|P005787570|P005787571|P005787572|P005787573|P005787574,02/04/2019,POLICE,04/05/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
16CP017105,P004737958|P004737959|P004737960|P004738126,02/03/2016,POLICE,04/01/2016 01:00:00 PM,943 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89854703491522,-87.72358908859287,POINT (-87.72358908859287 41.89854703491522)
14CP000925,P004228557|P004228558|P004228559|P004228560|P004228561|P004228562,12/25/2013,POLICE,02/07/2014 09:00:00 AM,5248 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79802119363312,-87.66726959709656,POINT (-87.66726959709656 41.79802119363312)
14CP052572,P004396356|P004396356|P004396358|P004396358|P004396360|P004396360,04/17/2014,POLICE,06/06/2014 11:00:00 AM,9734 S YATES ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit,1300.00,0.00,84.58,377.88,84.00,1886.46,1867.56,0.00,41.71793264894945,-87.56479171191752,POINT (-87.56479171191752 41.71793264894945)
14CP040291,P004473858|P004473859|P004473860|P004473861|P004473862|P004473863,04/07/2014,POLICE,06/06/2014 09:00:00 AM,6638 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77291446695725,-87.65933028061627,POINT (-87.65933028061627 41.77291446695725)
15CP062045,P004719994|P004719995|P004720041|P004720042|P004720043|P004720044,04/02/2015,POLICE,06/05/2015 09:00:00 AM,703 S WASHTENAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87279450249756,-87.6934806780726,POINT (-87.6934806780726 41.87279450249756)
14CP095441,P004545575|P004545576|P004545577|P004545578|P004545579,07/03/2014,POLICE,09/05/2014 09:00:00 PM,5347 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79631890661767,-87.6620689737761,POINT (-87.6620689737761 41.79631890661767)
19CP070396,P005875161|P005875162|P005875163|P005875164|P005875165|P005875166,10/11/2019,POLICE,12/06/2019 09:00:00 AM,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75292473440819,-87.70751418957491,POINT (-87.70751418957491 41.75292473440819)
12CP063639,P003349744|P003349746|P003349748,08/21/2012,POLICE,10/05/2012 09:00:00 AM,2947 W 38 PL ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK, ",Default - Liable by prove-up,1300.00,0.00,1373.84,377.88,0.00,3091.72,0.00,3061.32,41.82350260527253,-87.69894716222322,POINT (-87.69894716222322 41.82350260527253)
14CP154455,P004655785|P004655786|P004655787|P004655788|P004655789|P004655790,11/02/2014,POLICE,12/05/2014 09:00:00 AM,8150 S MAPLWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.744860278919845,-87.68658206152642,POINT (-87.68658206152642 41.744860278919845)
14CP005982,P004318688|P004318689|P004318690|P004318691|P004318692|P004318693,01/03/2014,POLICE,02/07/2014 09:00:00 AM,6646 S BELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77240705963819,-87.67982671677979,POINT (-87.67982671677979 41.77240705963819)
15CP127557,P004738932|P004738933|P004738934|P004738935,08/06/2015,POLICE,10/02/2015 01:00:00 PM,4418 N GRENSHAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.86703837043107,-87.73580536486863,POINT (-87.73580536486863 41.86703837043107)
17CP069730,P005313390|P005313391|P005313392|P005313393|P005313394|P005313395,07/26/2017,POLICE,10/06/2017 09:00:00 AM,5326 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79686258914341,-87.66359278411257,POINT (-87.66359278411257 41.79686258914341)
12CP016998,P003229550|P003229551|P003229552|P003229553|P003229554|P003229555,02/09/2012,POLICE,06/22/2012 10:00:00 AM,613 N RIDGEWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Not liable - City failed to establish Prima Facie case - Motion to set-aside default granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.89219677342924,-87.71973178993173,POINT (-87.71973178993173 41.89219677342924)
11CP052639,P002120020|P002120021,08/04/2011,POLICE,12/16/2011 10:00:00 AM,8651 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",Not liable - City failed to establish Prima Facie case - Motion to set-aside default granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73759302575485,-87.55979261893656,POINT (-87.55979261893656 41.73759302575485)
14CP138220,P004590366|P004590367|P004590368|P004590369,10/05/2014,POLICE,11/07/2014 01:00:00 PM,731 S KARLOV ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87139256551458,-87.72766383962745,POINT (-87.72766383962745 41.87139256551458)
19CP007792,P005911296|P005911296|P005911297|P005911297|P005911298|P005911298|P005911341|P005911341|P005911342|P005911342|P005911343|P005911343,01/11/2019,POLICE,04/05/2019 11:00:00 AM,1651 E 78TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75322141893223,-87.58355743968316,POINT (-87.58355743968316 41.75322141893223)
22CP001725,P006023094|P006023095|P006023096|P006023097|P006023098|P006023099,01/10/2022,POLICE,03/04/2022 09:00:00 AM,5836 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78717783424199,-87.69010251220999,POINT (-87.69010251220999 41.78717783424199)
11CP020377,P002513828|P002513829|P002513842|P002513843,05/05/2011,POLICE,07/01/2011 02:30:00 PM,3012 S SPAULDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.83860285758432,-87.7074540415274,POINT (-87.7074540415274 41.83860285758432)
12CP009054,P003228863|P003228864|P003228865|P003228866|P003228867|P003228868,01/20/2012,POLICE,03/02/2012 01:00:00 PM,229 W 109TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.696047493085935,-87.62915748592022,POINT (-87.62915748592022 41.696047493085935)
11CP015657,P002161313|P002161314,03/15/2011,POLICE,07/01/2011 11:00:00 AM,8543 S ABERDEEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MARQUETTE BANK, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.73833505829917,-87.65082965478507,POINT (-87.65082965478507 41.73833505829917)
17CP034885,P005249539|P005249540|P005249541|P005249542|P005249543|P005249544,04/20/2017,POLICE,06/02/2017 09:00:00 AM,907 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.803258102448005,-87.64816521438976,POINT (-87.64816521438976 41.803258102448005)
12CP000003,P003141449|P003141474,12/15/2011,POLICE,02/03/2012 09:00:00 AM,4321 S HONORE ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,800.00,0.00,29.61,236.88,0.00,1106.49,1287.36,-180.87,41.815167529503036,-87.67107013734906,POINT (-87.67107013734906 41.815167529503036)
