,Month,DayOfWeek,Hour,District,Crime,Crime Score
34309,10,1,2,25,9,0
34307,10,1,0,25,38,2
38023,11,1,15,25,32,2
38031,11,1,23,25,25,1
38030,11,1,22,25,35,2
38029,11,1,21,25,29,2
38028,11,1,20,25,37,2
38027,11,1,19,25,30,2
38026,11,1,18,25,32,2
38025,11,1,17,25,25,1
38024,11,1,16,25,34,2
43295,12,4,3,25,18,1
43297,12,4,5,25,9,0
34318,10,1,11,25,18,1
23217,7,1,10,25,22,1
23225,7,1,18,25,23,1
23224,7,1,17,25,33,2
23223,7,1,16,25,20,1
23222,7,1,15,25,31,2
23221,7,1,14,25,26,1
23220,7,1,13,25,21,1
23219,7,1,12,25,24,1
23218,7,1,11,25,30,2
23216,7,1,9,25,31,2
23227,7,1,20,25,46,2
23215,7,1,8,25,16,1
23214,7,1,7,25,14,1
23213,7,1,6,25,15,1
23212,7,1,5,25,6,0
23211,7,1,4,25,11,0
23210,7,1,3,25,6,0
23209,7,1,2,25,13,2
23208,7,1,1,25,12,0
23226,7,1,19,25,35,2
23228,7,1,21,25,25,1
43298,12,4,6,25,8,0
43307,12,4,15,25,30,2
43299,12,4,7,25,10,0
43300,12,4,8,25,22,1
43301,12,4,9,25,29,2
43302,12,4,10,25,27,1
43303,12,4,11,25,26,1
43304,12,4,12,25,41,2
43305,12,4,13,25,25,1
43306,12,4,14,25,26,1
43308,12,4,16,25,29,2
23229,7,1,22,25,21,1
43309,12,4,17,25,36,2
43310,12,4,18,25,36,2
43311,12,4,19,25,28,2
43312,12,4,20,25,31,2
43313,12,4,21,25,31,2
43314,12,4,22,25,23,1
43315,12,4,23,25,22,1
23230,7,1,23,25,23,1
34317,10,1,10,25,21,1
34319,10,1,12,25,29,2
4218,2,0,17,25,24,1
31145,9,2,8,25,23,1
31137,9,2,0,25,43,2
31138,9,2,1,25,21,1
31139,9,2,2,25,11,0
31140,9,2,3,25,8,0
31141,9,2,4,25,10,0
31142,9,2,5,25,11,0
31143,9,2,6,25,11,0
31144,9,2,7,25,18,1
31146,9,2,9,25,28,2
17405,5,4,8,25,23,1
31147,9,2,10,25,30,2
31148,9,2,11,25,21,1
43292,12,4,0,25,25,1
43293,12,4,1,25,18,1
23758,7,2,23,25,23,1
23757,7,2,22,25,32,2
23756,7,2,21,25,22,1
23755,7,2,20,25,32,2
17406,5,4,9,25,26,1
17404,5,4,7,25,11,0
23753,7,2,18,25,30,2
4733,2,1,3,25,8,0
4219,2,0,18,25,28,2
4220,2,0,19,25,29,2
4221,2,0,20,25,25,1
4222,2,0,21,25,21,1
4223,2,0,22,25,17,1
4224,2,0,23,25,17,1
4735,2,1,5,25,7,0
4734,2,1,4,25,4,0
4732,2,1,2,25,5,0
17403,5,4,6,25,6,0
4731,2,1,1,25,11,0
4730,2,1,0,25,22,1
17397,5,4,0,25,35,2
17398,5,4,1,25,19,1
17399,5,4,2,25,11,0
17400,5,4,3,25,8,0
17401,5,4,4,25,9,0
17402,5,4,5,25,7,0
23754,7,2,19,25,39,2
23752,7,2,17,25,28,2
34320,10,1,13,25,29,2
34330,10,1,23,25,15,1
17413,5,4,16,25,35,2
17414,5,4,17,25,39,2
17415,5,4,18,25,30,2
17416,5,4,19,25,28,2
17417,5,4,20,25,43,2
17418,5,4,21,25,28,2
17419,5,4,22,25,34,2
17420,5,4,23,25,42,2
34329,10,1,22,25,26,1
17411,5,4,14,25,29,2
34328,10,1,21,25,31,2
34327,10,1,20,25,32,2
34326,10,1,19,25,30,2
34325,10,1,18,25,36,2
34324,10,1,17,25,33,2
34323,10,1,16,25,26,1
34322,10,1,15,25,27,1
34321,10,1,14,25,20,1
17412,5,4,15,25,42,2
17410,5,4,13,25,34,2
23751,7,2,16,25,29,2
23742,7,2,7,25,9,0
23750,7,2,15,25,36,2
23749,7,2,14,25,25,1
23748,7,2,13,25,23,1
23747,7,2,12,25,42,2
23746,7,2,11,25,20,1
23745,7,2,10,25,23,1
23744,7,2,9,25,18,1
23743,7,2,8,25,21,1
23741,7,2,6,25,10,0
17409,5,4,12,25,43,2
23740,7,2,5,25,6,0
23739,7,2,4,25,9,0
23738,7,2,3,25,12,0
23737,7,2,2,25,15,1
23736,7,2,1,25,13,2
23735,7,2,0,25,26,1
17407,5,4,10,25,30,2
17408,5,4,11,25,24,1
40657,11,6,8,25,18,1
40658,11,6,9,25,22,1
40659,11,6,10,25,31,2
16360,5,2,19,25,23,1
16352,5,2,11,25,22,1
16353,5,2,12,25,27,1
16354,5,2,13,25,25,1
16355,5,2,14,25,35,2
16356,5,2,15,25,26,1
16357,5,2,16,25,18,1
16358,5,2,17,25,25,1
16359,5,2,18,25,21,1
16361,5,2,20,25,36,2
16350,5,2,9,25,29,2
16362,5,2,21,25,25,1
16363,5,2,22,25,29,2
16364,5,2,23,25,16,1
42781,12,3,17,25,25,1
42782,12,3,18,25,33,2
42783,12,3,19,25,22,1
42784,12,3,20,25,28,2
42785,12,3,21,25,25,1
16351,5,2,10,25,23,1
16349,5,2,8,25,15,1
42787,12,3,23,25,30,2
18455,5,6,2,25,32,2
18463,5,6,10,25,19,1
18462,5,6,9,25,25,1
18461,5,6,8,25,16,1
18460,5,6,7,25,12,0
18459,5,6,6,25,16,1
18458,5,6,5,25,10,0
18457,5,6,4,25,14,1
18456,5,6,3,25,20,1
18454,5,6,1,25,25,1
16348,5,2,7,25,11,0
18453,5,6,0,25,52,2
16341,5,2,0,25,42,2
16342,5,2,1,25,16,1
16343,5,2,2,25,6,0
16344,5,2,3,25,4,0
16345,5,2,4,25,8,0
16346,5,2,5,25,4,0
16347,5,2,6,25,11,0
42786,12,3,22,25,26,1
34858,10,2,23,25,23,1
39064,11,3,0,25,33,2
30615,9,1,8,25,22,1
30607,9,1,0,25,40,2
30608,9,1,1,25,13,2
30609,9,1,2,25,13,2
30610,9,1,3,25,8,0
30611,9,1,4,25,10,0
30612,9,1,5,25,6,0
30613,9,1,6,25,11,0
30614,9,1,7,25,14,1
30616,9,1,9,25,28,2
34836,10,2,1,25,17,1
30617,9,1,10,25,32,2
30618,9,1,11,25,25,1
30619,9,1,12,25,30,2
30620,9,1,13,25,25,1
30621,9,1,14,25,25,1
30622,9,1,15,25,31,2
30623,9,1,16,25,31,2
30624,9,1,17,25,34,2
34835,10,2,0,25,37,2
34837,10,2,2,25,7,0
34857,10,2,22,25,36,2
34848,10,2,13,25,25,1
34856,10,2,21,25,19,1
34855,10,2,20,25,50,2
34854,10,2,19,25,28,2
34853,10,2,18,25,23,1
34852,10,2,17,25,30,2
34851,10,2,16,25,31,2
34850,10,2,15,25,34,2
34849,10,2,14,25,26,1
34847,10,2,12,25,34,2
34838,10,2,3,25,15,1
34846,10,2,11,25,17,1
34845,10,2,10,25,16,1
34844,10,2,9,25,28,2
34843,10,2,8,25,16,1
34842,10,2,7,25,10,0
34841,10,2,6,25,14,1
34840,10,2,5,25,13,2
34839,10,2,4,25,9,0
18464,5,6,11,25,21,1
39065,11,3,1,25,25,1
40660,11,6,11,25,26,1
18468,5,6,15,25,45,2
18476,5,6,23,25,33,2
18475,5,6,22,25,43,2
18474,5,6,21,25,37,2
18473,5,6,20,25,51,2
18472,5,6,19,25,33,2
18471,5,6,18,25,40,2
18470,5,6,17,25,40,2
18469,5,6,16,25,25,1
18467,5,6,14,25,31,2
33801,10,0,22,25,26,1
18466,5,6,13,25,26,1
18465,5,6,12,25,31,2
7367,2,6,0,25,26,1
7368,2,6,1,25,28,2
7369,2,6,2,25,22,1
7370,2,6,3,25,24,1
7371,2,6,4,25,13,2
7372,2,6,5,25,11,0
33802,10,0,23,25,19,1
33800,10,0,21,25,23,1
7374,2,6,7,25,8,0
29561,8,6,10,25,17,1
10551,3,5,14,25,31,2
10550,3,5,13,25,20,1
10549,3,5,12,25,25,1
10548,3,5,11,25,20,1
10547,3,5,10,25,17,1
10546,3,5,9,25,22,1
10545,3,5,8,25,13,2
10544,3,5,7,25,8,0
10542,3,5,5,25,6,0
33799,10,0,20,25,33,2
10541,3,5,4,25,12,0
10540,3,5,3,25,9,0
10539,3,5,2,25,17,1
10538,3,5,1,25,17,1
10537,3,5,0,25,33,2
33796,10,0,17,25,39,2
33797,10,0,18,25,40,2
33798,10,0,19,25,29,2
7373,2,6,6,25,11,0
7375,2,6,8,25,13,2
39066,11,3,2,25,17,1
3160,1,5,16,25,21,1
3152,1,5,8,25,16,1
3153,1,5,9,25,22,1
3154,1,5,10,25,21,1
3155,1,5,11,25,18,1
3156,1,5,12,25,29,2
3157,1,5,13,25,18,1
3158,1,5,14,25,17,1
3159,1,5,15,25,34,2
3161,1,5,17,25,27,1
3150,1,5,6,25,9,0
3162,1,5,18,25,21,1
3163,1,5,19,25,31,2
3164,1,5,20,25,28,2
3165,1,5,21,25,21,1
3166,1,5,22,25,36,2
3167,1,5,23,25,22,1
39068,11,3,4,25,9,0
39067,11,3,3,25,9,0
3151,1,5,7,25,9,0
3149,1,5,5,25,9,0
7376,2,6,9,25,17,1
7385,2,6,18,25,16,1
7377,2,6,10,25,21,1
7378,2,6,11,25,17,1
7379,2,6,12,25,24,1
7380,2,6,13,25,31,2
7381,2,6,14,25,21,1
7382,2,6,15,25,33,2
7383,2,6,16,25,11,0
7384,2,6,17,25,30,2
7386,2,6,19,25,21,1
3148,1,5,4,25,13,2
7387,2,6,20,25,38,2
7388,2,6,21,25,17,1
7389,2,6,22,25,20,1
7390,2,6,23,25,23,1
3144,1,5,0,25,36,2
3145,1,5,1,25,16,1
3146,1,5,2,25,19,1
3147,1,5,3,25,15,1
30625,9,1,18,25,25,1
30626,9,1,19,25,27,1
30627,9,1,20,25,32,2
3675,1,6,3,25,18,1
8970,3,2,17,25,32,2
8971,3,2,18,25,20,1
8972,3,2,19,25,31,2
8973,3,2,20,25,28,2
8974,3,2,21,25,20,1
3672,1,6,0,25,31,2
3673,1,6,1,25,25,1
3674,1,6,2,25,13,2
3676,1,6,4,25,13,2
8968,3,2,15,25,27,1
3677,1,6,5,25,5,0
3678,1,6,6,25,10,0
3679,1,6,7,25,10,0
3680,1,6,8,25,12,0
3681,1,6,9,25,23,1
3682,1,6,10,25,20,1
3683,1,6,11,25,15,1
3684,1,6,12,25,20,1
8969,3,2,16,25,28,2
8967,3,2,14,25,28,2
3686,1,6,14,25,27,1
8956,3,2,3,25,5,0
10013,3,4,4,25,10,0
10012,3,4,3,25,13,2
10011,3,4,2,25,11,0
10010,3,4,1,25,18,1
10009,3,4,0,25,32,2
8953,3,2,0,25,27,1
8954,3,2,1,25,16,1
8955,3,2,2,25,17,1
8957,3,2,4,25,5,0
8966,3,2,13,25,30,2
8958,3,2,5,25,7,0
8959,3,2,6,25,9,0
8960,3,2,7,25,13,2
8961,3,2,8,25,16,1
8962,3,2,9,25,21,1
8963,3,2,10,25,31,2
8964,3,2,11,25,31,2
8965,3,2,12,25,35,2
3685,1,6,13,25,19,1
3687,1,6,15,25,23,1
30628,9,1,21,25,28,2
40670,11,6,21,25,22,1
17935,5,5,10,25,15,1
17934,5,5,9,25,16,1
17933,5,5,8,25,14,1
17932,5,5,7,25,8,0
17931,5,5,6,25,10,0
17930,5,5,5,25,9,0
40672,11,6,23,25,22,1
40671,11,6,22,25,26,1
40669,11,6,20,25,23,1
17937,5,5,12,25,40,2
40668,11,6,19,25,37,2
40667,11,6,18,25,25,1
40666,11,6,17,25,32,2
40665,11,6,16,25,34,2
40664,11,6,15,25,22,1
40663,11,6,14,25,32,2
40662,11,6,13,25,27,1
40661,11,6,12,25,22,1
17936,5,5,11,25,24,1
17938,5,5,13,25,20,1
3688,1,6,16,25,25,1
8976,3,2,23,25,28,2
3689,1,6,17,25,23,1
3690,1,6,18,25,27,1
3691,1,6,19,25,29,2
3692,1,6,20,25,20,1
3693,1,6,21,25,28,2
3694,1,6,22,25,21,1
3695,1,6,23,25,22,1
8975,3,2,22,25,21,1
17948,5,5,23,25,31,2
17939,5,5,14,25,18,1
17947,5,5,22,25,41,2
17946,5,5,21,25,33,2
17945,5,5,20,25,32,2
17944,5,5,19,25,40,2
17943,5,5,18,25,24,1
17942,5,5,17,25,37,2
17941,5,5,16,25,29,2
17940,5,5,15,25,29,2
10014,3,4,5,25,10,0
10015,3,4,6,25,13,2
10016,3,4,7,25,15,1
33272,9,6,21,25,30,2
24796,7,4,3,25,19,1
24795,7,4,2,25,14,1
24794,7,4,1,25,18,1
24793,7,4,0,25,45,2
19530,6,1,22,25,31,2
19531,6,1,23,25,13,2
33274,9,6,23,25,29,2
33273,9,6,22,25,34,2
33271,9,6,20,25,20,1
24798,7,4,5,25,7,0
33270,9,6,19,25,33,2
33269,9,6,18,25,33,2
33268,9,6,17,25,32,2
33267,9,6,16,25,33,2
33266,9,6,15,25,25,1
33265,9,6,14,25,17,1
33264,9,6,13,25,15,1
33263,9,6,12,25,25,1
24797,7,4,4,25,9,0
24799,7,4,6,25,10,0
10017,3,4,8,25,21,1
24810,7,4,17,25,35,2
30629,9,1,22,25,29,2
30630,9,1,23,25,19,1
24816,7,4,23,25,37,2
24815,7,4,22,25,21,1
24814,7,4,21,25,44,2
24813,7,4,20,25,36,2
24812,7,4,19,25,28,2
24811,7,4,18,25,27,1
24809,7,4,16,25,34,2
24800,7,4,7,25,12,0
24808,7,4,15,25,36,2
24807,7,4,14,25,23,1
24806,7,4,13,25,21,1
24805,7,4,12,25,33,2
24804,7,4,11,25,24,1
24803,7,4,10,25,23,1
24802,7,4,9,25,27,1
24801,7,4,8,25,21,1
33262,9,6,11,25,14,1
33261,9,6,10,25,25,1
33260,9,6,9,25,25,1
10027,3,4,18,25,29,2
37502,11,0,23,25,16,1
33252,9,6,1,25,33,2
33251,9,6,0,25,59,2
10032,3,4,23,25,22,1
10031,3,4,22,25,24,1
10030,3,4,21,25,14,1
10029,3,4,20,25,23,1
10028,3,4,19,25,23,1
10026,3,4,17,25,29,2
33259,9,6,8,25,11,0
10025,3,4,16,25,25,1
10024,3,4,15,25,28,2
10023,3,4,14,25,33,2
10022,3,4,13,25,13,2
10021,3,4,12,25,31,2
10020,3,4,11,25,22,1
10019,3,4,10,25,21,1
10018,3,4,9,25,30,2
37501,11,0,22,25,29,2
37500,11,0,21,25,26,1
37499,11,0,20,25,30,2
37498,11,0,19,25,41,2
33258,9,6,7,25,13,2
33257,9,6,6,25,14,1
33256,9,6,5,25,11,0
33255,9,6,4,25,24,1
33254,9,6,3,25,27,1
33253,9,6,2,25,27,1
37487,11,0,8,25,19,1
37488,11,0,9,25,26,1
37489,11,0,10,25,29,2
37490,11,0,11,25,30,2
37491,11,0,12,25,38,2
37492,11,0,13,25,30,2
37493,11,0,14,25,30,2
37494,11,0,15,25,24,1
37495,11,0,16,25,33,2
37496,11,0,17,25,25,1
37497,11,0,18,25,26,1
29562,8,6,11,25,27,1
23207,7,1,0,25,35,2
29560,8,6,9,25,25,1
1041,1,1,10,25,29,2
1053,1,1,22,25,16,1
1052,1,1,21,25,27,1
1051,1,1,20,25,25,1
1050,1,1,19,25,31,2
1049,1,1,18,25,30,2
1048,1,1,17,25,29,2
1047,1,1,16,25,20,1
1046,1,1,15,25,27,1
1045,1,1,14,25,21,1
1044,1,1,13,25,21,1
1043,1,1,12,25,25,1
1042,1,1,11,25,22,1
1040,1,1,9,25,35,2
6848,2,5,10,25,19,1
1039,1,1,8,25,19,1
1038,1,1,7,25,10,0
1037,1,1,6,25,6,0
1036,1,1,5,25,10,0
1035,1,1,4,25,12,0
1034,1,1,3,25,6,0
1033,1,1,2,25,12,0
1032,1,1,1,25,18,1
1031,1,1,0,25,51,2
28500,8,4,6,25,15,1
28499,8,4,5,25,11,0
28498,8,4,4,25,3,0
1054,1,1,23,25,15,1
18992,6,0,11,25,20,1
18991,6,0,10,25,27,1
18990,6,0,9,25,19,1
6850,2,5,12,25,31,2
6851,2,5,13,25,25,1
6852,2,5,14,25,18,1
6853,2,5,15,25,22,1
6854,2,5,16,25,35,2
6855,2,5,17,25,23,1
6856,2,5,18,25,30,2
6857,2,5,19,25,24,1
6858,2,5,20,25,27,1
6859,2,5,21,25,15,1
6860,2,5,22,25,27,1
6861,2,5,23,25,31,2
5806,2,3,22,25,16,1
5807,2,3,23,25,23,1
28503,8,4,9,25,29,2
28502,8,4,8,25,22,1
28501,8,4,7,25,8,0
18981,6,0,0,25,41,2
18982,6,0,1,25,29,2
18983,6,0,2,25,22,1
18984,6,0,3,25,5,0
18985,6,0,4,25,6,0
18986,6,0,5,25,11,0
18988,6,0,7,25,16,1
18989,6,0,8,25,25,1
28497,8,4,3,25,16,1
28496,8,4,2,25,15,1
28495,8,4,1,25,14,1
38544,11,2,8,25,22,1
38546,11,2,10,25,27,1
38547,11,2,11,25,30,2
38548,11,2,12,25,32,2
38549,11,2,13,25,25,1
38550,11,2,14,25,33,2
38551,11,2,15,25,28,2
38552,11,2,16,25,44,2
38553,11,2,17,25,29,2
38554,11,2,18,25,25,1
38555,11,2,19,25,40,2
38556,11,2,20,25,41,2
38557,11,2,21,25,35,2
38558,11,2,22,25,17,1
38559,11,2,23,25,20,1
13718,4,4,14,25,18,1
13719,4,4,15,25,38,2
13720,4,4,16,25,37,2
13721,4,4,17,25,36,2
20567,6,3,3,25,10,0
19003,6,0,22,25,20,1
19004,6,0,23,25,19,1
20568,6,3,4,25,8,0
20569,6,3,5,25,7,0
20570,6,3,6,25,8,0
20571,6,3,7,25,6,0
38545,11,2,9,25,28,2
38543,11,2,7,25,14,1
28494,8,4,0,25,36,2
19002,6,0,21,25,25,1
21643,6,5,22,25,37,2
21644,6,5,23,25,31,2
18993,6,0,12,25,23,1
18994,6,0,13,25,26,1
13704,4,4,0,25,31,2
13705,4,4,1,25,21,1
13706,4,4,2,25,14,1
13707,4,4,3,25,10,0
13708,4,4,4,25,9,0
13709,4,4,5,25,12,0
13710,4,4,6,25,12,0
13711,4,4,7,25,12,0
13712,4,4,8,25,17,1
13713,4,4,9,25,28,2
13714,4,4,10,25,15,1
13715,4,4,11,25,27,1
13716,4,4,12,25,35,2
13717,4,4,13,25,22,1
18995,6,0,14,25,24,1
18996,6,0,15,25,34,2
18997,6,0,16,25,37,2
18998,6,0,17,25,30,2
18999,6,0,18,25,21,1
19000,6,0,19,25,21,1
19001,6,0,20,25,34,2
6849,2,5,11,25,24,1
6847,2,5,9,25,30,2
20573,6,3,9,25,21,1
41727,12,1,21,25,28,2
41715,12,1,9,25,27,1
41716,12,1,10,25,30,2
41717,12,1,11,25,22,1
41718,12,1,12,25,44,2
41719,12,1,13,25,24,1
41720,12,1,14,25,27,1
41721,12,1,15,25,26,1
41722,12,1,16,25,26,1
41723,12,1,17,25,28,2
41724,12,1,18,25,19,1
41725,12,1,19,25,26,1
41726,12,1,20,25,26,1
41728,12,1,22,25,26,1
6846,2,5,8,25,14,1
41729,12,1,23,25,25,1
27451,8,2,17,25,26,1
27452,8,2,18,25,32,2
27453,8,2,19,25,25,1
27454,8,2,20,25,34,2
27455,8,2,21,25,41,2
27456,8,2,22,25,34,2
27457,8,2,23,25,25,1
29023,8,5,0,25,45,2
29024,8,5,1,25,31,2
5784,2,3,0,25,24,1
5785,2,3,1,25,14,1
41714,12,1,8,25,19,1
41713,12,1,7,25,13,2
41712,12,1,6,25,8,0
41711,12,1,5,25,9,0
21623,6,5,2,25,23,1
21624,6,5,3,25,11,0
21625,6,5,4,25,16,1
21626,6,5,5,25,8,0
21627,6,5,6,25,10,0
21628,6,5,7,25,9,0
21629,6,5,8,25,14,1
21630,6,5,9,25,16,1
21631,6,5,10,25,21,1
21632,6,5,11,25,30,2
21633,6,5,12,25,20,1
21634,6,5,13,25,20,1
21635,6,5,14,25,24,1
21636,6,5,15,25,25,1
21637,6,5,16,25,30,2
21638,6,5,17,25,34,2
21639,6,5,18,25,22,1
21640,6,5,19,25,25,1
21641,6,5,20,25,36,2
21642,6,5,21,25,31,2
41706,12,1,0,25,38,2
41707,12,1,1,25,17,1
41708,12,1,2,25,11,0
41709,12,1,3,25,3,0
41710,12,1,4,25,2,0
5786,2,3,2,25,9,0
5787,2,3,3,25,5,0
5788,2,3,4,25,2,0
5798,2,3,14,25,25,1
29044,8,5,21,25,26,1
29045,8,5,22,25,38,2
29046,8,5,23,25,40,2
28517,8,4,23,25,37,2
28516,8,4,22,25,26,1
28515,8,4,21,25,44,2
28514,8,4,20,25,31,2
28513,8,4,19,25,32,2
28512,8,4,18,25,30,2
28511,8,4,17,25,35,2
28510,8,4,16,25,39,2
28509,8,4,15,25,42,2
28508,8,4,14,25,23,1
28507,8,4,13,25,21,1
28506,8,4,12,25,31,2
28505,8,4,11,25,23,1
28504,8,4,10,25,31,2
5800,2,3,16,25,30,2
5801,2,3,17,25,24,1
5802,2,3,18,25,28,2
5803,2,3,19,25,32,2
5804,2,3,20,25,25,1
5805,2,3,21,25,21,1
6844,2,5,6,25,9,0
6845,2,5,7,25,11,0
5799,2,3,15,25,29,2
5797,2,3,13,25,21,1
5789,2,3,5,25,5,0
29043,8,5,20,25,28,2
5790,2,3,6,25,10,0
5791,2,3,7,25,12,0
5792,2,3,8,25,16,1
5793,2,3,9,25,22,1
5794,2,3,10,25,14,1
5795,2,3,11,25,25,1
5796,2,3,12,25,33,2
29025,8,5,2,25,23,1
29026,8,5,3,25,28,2
29027,8,5,4,25,19,1
29028,8,5,5,25,16,1
29029,8,5,6,25,11,0
29030,8,5,7,25,9,0
29031,8,5,8,25,21,1
29032,8,5,9,25,19,1
29033,8,5,10,25,13,2
29034,8,5,11,25,21,1
29035,8,5,12,25,31,2
29036,8,5,13,25,33,2
29037,8,5,14,25,25,1
29038,8,5,15,25,31,2
29039,8,5,16,25,24,1
29040,8,5,17,25,35,2
29041,8,5,18,25,32,2
29042,8,5,19,25,25,1
20572,6,3,8,25,19,1
20574,6,3,10,25,24,1
21621,6,5,0,25,38,2
32741,9,5,18,25,30,2
36436,10,5,14,25,30,2
36437,10,5,15,25,29,2
36438,10,5,16,25,32,2
36439,10,5,17,25,38,2
36440,10,5,18,25,37,2
36441,10,5,19,25,33,2
36442,10,5,20,25,40,2
36443,10,5,21,25,32,2
36444,10,5,22,25,35,2
36445,10,5,23,25,34,2
32743,9,5,20,25,43,2
32742,9,5,19,25,26,1
32740,9,5,17,25,29,2
39606,11,4,14,25,23,1
32739,9,5,16,25,26,1
32738,9,5,15,25,26,1
32737,9,5,14,25,17,1
32736,9,5,13,25,29,2
32735,9,5,12,25,28,2
32734,9,5,11,25,23,1
32733,9,5,10,25,19,1
32732,9,5,9,25,22,1
32731,9,5,8,25,15,1
32730,9,5,7,25,11,0
32729,9,5,6,25,12,0
12663,4,2,15,25,23,1
36435,10,5,13,25,32,2
36434,10,5,12,25,29,2
36433,10,5,11,25,25,1
36432,10,5,10,25,33,2
12648,4,2,0,25,33,2
12649,4,2,1,25,12,0
12650,4,2,2,25,4,0
12651,4,2,3,25,14,1
12652,4,2,4,25,4,0
12653,4,2,5,25,2,0
12654,4,2,6,25,10,0
12655,4,2,7,25,9,0
12656,4,2,8,25,18,1
12657,4,2,9,25,23,1
12658,4,2,10,25,25,1
12659,4,2,11,25,29,2
12660,4,2,12,25,29,2
12661,4,2,13,25,34,2
12662,4,2,14,25,22,1
36422,10,5,0,25,61,2
36423,10,5,1,25,30,2
36424,10,5,2,25,34,2
36425,10,5,3,25,19,1
36426,10,5,4,25,28,2
36427,10,5,5,25,15,1
36428,10,5,6,25,13,2
36429,10,5,7,25,13,2
36430,10,5,8,25,16,1
36431,10,5,9,25,25,1
12664,4,2,16,25,24,1
12665,4,2,17,25,19,1
12666,4,2,18,25,22,1
13723,4,4,19,25,32,2
27987,8,3,23,25,23,1
27986,8,3,22,25,26,1
27985,8,3,21,25,35,2
27984,8,3,20,25,27,1
27983,8,3,19,25,29,2
27982,8,3,18,25,37,2
27981,8,3,17,25,30,2
27980,8,3,16,25,35,2
27979,8,3,15,25,32,2
27978,8,3,14,25,24,1
27977,8,3,13,25,30,2
27976,8,3,12,25,32,2
27975,8,3,11,25,35,2
27974,8,3,10,25,30,2
27973,8,3,9,25,34,2
27972,8,3,8,25,24,1
27971,8,3,7,25,8,0
27970,8,3,6,25,6,0
27969,8,3,5,25,9,0
27968,8,3,4,25,10,0
27967,8,3,3,25,10,0
27966,8,3,2,25,10,0
27965,8,3,1,25,17,1
27964,8,3,0,25,40,2
29559,8,6,8,25,13,2
13724,4,4,20,25,32,2
13722,4,4,18,25,28,2
12667,4,2,19,25,21,1
32723,9,5,0,25,26,1
12668,4,2,20,25,20,1
12669,4,2,21,25,20,1
12670,4,2,22,25,18,1
12671,4,2,23,25,26,1
39604,11,4,12,25,34,2
39603,11,4,11,25,35,2
39602,11,4,10,25,26,1
39601,11,4,9,25,29,2
39600,11,4,8,25,13,2
39599,11,4,7,25,18,1
39598,11,4,6,25,6,0
39597,11,4,5,25,9,0
39596,11,4,4,25,13,2
39595,11,4,3,25,10,0
39594,11,4,2,25,16,1
39593,11,4,1,25,16,1
39592,11,4,0,25,29,2
13727,4,4,23,25,16,1
13726,4,4,22,25,29,2
13725,4,4,21,25,23,1
32728,9,5,5,25,11,0
32727,9,5,4,25,15,1
32726,9,5,3,25,22,1
32725,9,5,2,25,19,1
32724,9,5,1,25,19,1
39605,11,4,13,25,28,2
39607,11,4,15,25,38,2
20575,6,3,11,25,22,1
35894,10,4,2,25,14,1
32203,9,4,9,25,33,2
32202,9,4,8,25,11,0
32201,9,4,7,25,16,1
32200,9,4,6,25,17,1
32199,9,4,5,25,9,0
32198,9,4,4,25,12,0
32197,9,4,3,25,11,0
32196,9,4,2,25,13,2
32195,9,4,1,25,11,0
32194,9,4,0,25,36,2
35892,10,4,0,25,36,2
35893,10,4,1,25,22,1
35895,10,4,3,25,21,1
39608,11,4,16,25,31,2
35896,10,4,4,25,5,0
35897,10,4,5,25,11,0
35898,10,4,6,25,12,0
35899,10,4,7,25,15,1
35900,10,4,8,25,21,1
35901,10,4,9,25,35,2
35902,10,4,10,25,17,1
35903,10,4,11,25,20,1
35904,10,4,12,25,46,2
35905,10,4,13,25,22,1
35906,10,4,14,25,39,2
35907,10,4,15,25,34,2
32204,9,4,10,25,31,2
32205,9,4,11,25,26,1
32206,9,4,12,25,30,2
32207,9,4,13,25,27,1
20576,6,3,12,25,31,2
20577,6,3,13,25,29,2
20578,6,3,14,25,26,1
20579,6,3,15,25,26,1
20580,6,3,16,25,38,2
20581,6,3,17,25,24,1
20582,6,3,18,25,28,2
20583,6,3,19,25,28,2
20584,6,3,20,25,36,2
20585,6,3,21,25,28,2
20586,6,3,22,25,33,2
20587,6,3,23,25,23,1
32746,9,5,23,25,28,2
32745,9,5,22,25,34,2
32744,9,5,21,25,31,2
32217,9,4,23,25,28,2
32216,9,4,22,25,37,2
32215,9,4,21,25,33,2
32214,9,4,20,25,26,1
32213,9,4,19,25,28,2
32212,9,4,18,25,23,1
32211,9,4,17,25,36,2
32210,9,4,16,25,40,2
32209,9,4,15,25,37,2
32208,9,4,14,25,19,1
503,1,0,0,25,21,1
504,1,0,1,25,6,0
505,1,0,2,25,12,0
7911,3,0,15,25,38,2
7909,3,0,13,25,25,1
7908,3,0,12,25,38,2
7907,3,0,11,25,24,1
7906,3,0,10,25,30,2
518,1,0,15,25,30,2
519,1,0,16,25,23,1
520,1,0,17,25,30,2
521,1,0,18,25,19,1
522,1,0,19,25,22,1
523,1,0,20,25,19,1
524,1,0,21,25,33,2
525,1,0,22,25,20,1
526,1,0,23,25,12,0
44349,12,6,1,25,39,2
44348,12,6,0,25,46,2
7905,3,0,9,25,23,1
7904,3,0,8,25,17,1
7903,3,0,7,25,19,1
39615,11,4,23,25,31,2
39614,11,4,22,25,33,2
39613,11,4,21,25,25,1
39612,11,4,20,25,29,2
39611,11,4,19,25,17,1
39610,11,4,18,25,41,2
