,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1
pvalue_District_18,2.894438654403817e-54,4.727882104243547e-115,8.630083838867929e-102,1.6083496567994438e-223,1.8240196659797358e-176,1.7682009561177573e-212,1.8223182125396477e-158,9.157489212060823e-129,2.1335471331295492e-138,1.3477275184017787e-210,2.115191672829298e-168,1.8298887256929962e-85,7.098674789511314e-118,2.871510015654041e-154,0.0,1.7598636752018343e-152,5.77957507936455e-122,1.6201632959881737e-117,5.888477628477813e-268,1.7639841370085913e-243,6.672986523931522e-118
pvalue_District_19,6.4251642497310915e-37,2.81568396591817e-67,7.164555943507809e-50,6.312332537727684e-29,1.0525233416810263e-47,5.524135447958017e-74,5.078501950497783e-53,8.88063811644012e-47,3.7567279207643892e-78,2.827196128287202e-99,7.159289031807376e-245,1.7716560177057728e-74,6.616033744660582e-68,1.942081135203599e-92,1.5404247228981721e-285,8.774687266842543e-71,1.6522690509596165e-53,2.355368939464239e-77,1.1897295711228985e-137,1.388089290352079e-117,1.181430316496118e-58
pvalue_District_20,4.457198671437664e-12,6.193421858994792e-26,3.7475497255965963e-17,1.0613296300608224e-07,2.1851626150455912e-07,0.00035888253208114497,0.0033440747602407916,0.28040687754391147,4.07879055292985e-05,2.3349859857175547e-08,4.787512689780468e-40,3.477821205274989e-08,1.796671920163074e-07,8.115904671205083e-15,7.654886843390739e-38,2.179255494933677e-23,2.7612847827194256e-21,1.8067379964539188e-13,1.5016315603273343e-52,1.462946831415194e-31,9.614034627324589e-21
pvalue_District_21,0.0026720361783143577,3.6646307857777754e-19,3.2209619082848682e-19,2.5388095450119392e-08,6.402257577710263e-06,4.315404119766356e-12,9.896719375631782e-21,5.944225473371775e-26,7.802693868067599e-25,4.7164663673011987e-32,3.213758556665022e-10,0.0032180460557113184,0.019161911219571302,5.838759783036256e-11,1.0590824519880167e-23,7.390110474769511e-06,8.11719386842518e-06,7.61067027774465e-12,1.4624319116997948e-41,1.682269455910696e-32,1.5430778280400533e-19
pvalue_District_22,1.820518081692398e-17,6.808238858304352e-34,2.2415326715529978e-64,3.609194934305734e-18,2.257104744896161e-23,2.799047629818304e-23,4.173352987745123e-24,5.067104475500098e-25,6.467418047694575e-28,5.762946411436777e-23,7.191611344063518e-18,2.2404832635527796e-12,3.987453719818634e-14,1.6983319724430982e-16,8.950807917350195e-36,7.219522170041779e-22,6.60170826259823e-17,8.698738949372159e-08,6.919794721518789e-40,3.53759434879879e-44,4.383159673219088e-16
pvalue_District_23,3.904705220555354e-36,1.7219040042492586e-82,6.1273896508674e-64,1.8141049180177255e-55,2.315471051638601e-75,4.89208827882364e-87,1.6511052255866215e-89,2.5532424387587217e-79,1.4303548583539829e-97,5.708477154090627e-135,4.896965212022692e-144,2.2242978868582977e-53,7.769534701790074e-51,6.4754085404146e-80,2.1375015289832687e-133,1.0312803950884384e-79,1.970669759359158e-62,4.944328138420521e-38,1.9083894459716505e-153,3.8607134144538446e-171,2.148840109131241e-71
pvalue_District_27,1.4234899374752129e-61,2.74943373564963e-102,2.3450677527801075e-74,4.301716616990697e-50,2.839317404275781e-83,1.2915597162955997e-87,1.2860144243562989e-101,1.3103581158728137e-106,7.837877571766631e-159,1.5367201337785112e-113,2.0358829646845597e-140,5.49573864889173e-70,1.6564804418381772e-51,6.488329331150417e-73,6.785635977737924e-126,3.6141774080482724e-83,3.35047312937651e-66,1.7143581355409112e-57,3.207413779318278e-136,1.5411382601010253e-162,7.136798204870843e-53
pvalue_District_28,4.571365803084847e-52,2.2296621188814693e-99,2.31262609404063e-91,4.154394250169069e-86,1.0624096458252317e-88,8.103760913797334e-24,1.2010575813248618e-29,6.468338225609182e-112,5.321042311213587e-100,4.8428919784322335e-141,8.392873492511734e-75,1.90667887034769e-33,2.030432719054568e-61,5.326583983418166e-68,9.595445123238839e-191,2.1953702046530733e-100,3.0875211632257705e-81,1.6632702245536189e-19,4.5140445603258195e-61,3.700236436700052e-53,2.639707668318163e-29
pvalue_District_other,3.412873869877078e-10,5.799270200686161e-38,6.600545024723323e-35,1.3729645439751078e-20,2.8131487976607876e-24,3.081905729169598e-33,2.0136867611648895e-36,8.34392310671911e-43,1.049034943968804e-53,1.8134513497650204e-76,3.5595979016319685e-88,3.799297648290246e-42,4.6961507599819764e-35,1.6801438110036007e-47,1.7438573647923547e-86,9.124579510248935e-64,6.030101099922431e-49,3.064007664150868e-32,4.125035036372831e-100,3.2295600548914925e-106,6.27333515446792e-52
pvalue_SaleType_Resale,2.9548250006125662e-124,2.8781468137587853e-173,1.2169198616820268e-188,6.93860197444116e-130,8.055019700034656e-189,0.0,0.0,5.970090910351985e-249,2.1126442515955003e-266,0.0,4.939525903265032e-242,4.829167426397207e-221,3.096572960732703e-254,0.0,0.0,0.0,0.0,2.027249184093887e-233,0.0,0.0,0.0
pvalue_SaleType_Sub Sale,0.0026999096594921036,2.2275359129714023e-07,5.587329745678748e-18,3.9255825053698925e-13,2.666735611006347e-07,4.945145794392753e-05,0.00017707505074594313,0.30323353544687287,0.0016149624542267204,1.5125270463482205e-13,0.09706709812732867,0.0016943029589617025,3.8352349261254535e-05,0.011343668908920232,0.9339212966349548,0.00023456556471878546,2.3472421912976393e-05,0.0699756498210602,0.0021182208776836494,0.003082187650523809,0.8870544389645709
rsquared,0.8427856946735851,0.784221800880633,0.7605195798100577,0.7406605597921971,0.7357352289010527,0.7604382933987396,0.7634707382732395,0.7338971326803728,0.7415128292070644,0.7414328425137064,0.7783907726387967,0.7658864646968333,0.7672099222910493,0.7903736630571669,0.7924023259677004,0.8023814121482794,0.8269151110552484,0.8067673500035699,0.7977146041574015,0.808018438467496,0.815200842885164
rsquared_adj,0.8400476927268892,0.782579491974986,0.758689682588986,0.7386148797294894,0.7340014282864352,0.7591897370933194,0.7621897447174167,0.732350313087853,0.7398169345415446,0.7401532157764659,0.7769936024032471,0.7637168026357277,0.7650204525067722,0.7887714893773771,0.7911218787144172,0.8009161702866665,0.8254629780221531,0.8041898060492285,0.7967119103180793,0.8070005782986047,0.8128625678359559
nobs,1812.0,4105.0,4089.0,3962.0,4757.0,5980.0,5756.0,5365.0,4757.0,6296.0,4949.0,3377.0,3328.0,4088.0,5058.0,4213.0,3727.0,2356.0,6286.0,5879.0,2482.0
